UID,tax_identification_number,legal_form_code,industry,entity_size_code,legal_name,location,location_code,incorporation_date,listed_entity_flag,last_updated,compliance
GR0000001100,719571745,AT,Automotive,S,Nomos Oikos,Ilia,N0730,2011-11-02,False,2024-06-14 08:09:54,Compliant
GR0000001101,775862179,AE,Healthcare,S,Recovery Ecclesia Paideia AE,Pieria,N0250,2024-07-15,False,2024-05-07 10:36:00,Somewhat Compliant
GR0000001102,837071174,AT,Technology and Innovation,S,Integrated Innovative Archon,Kilkis,N0230,1999-01-07,False,2024-03-06 16:09:08,Compliant
GR0000001103,157562304,EPE,Consumer Goods and Retail,S,Physis Agora Episteme EPE,Lesvos,N1110,2015-10-18,False,2024-12-21 15:48:02,Compliant
GR0000001104,262915636,IKE,Logistics and Transportation,M,Praxis Hub Mythos IKE,Kerkyra,N0620,2024-03-02,False,2024-02-01 17:51:13,Compliant
GR0000001105,260199682,OE,Logistics and Transportation,M,Physis Hestia OE,Mesinia,N1050,2012-02-20,True,2024-12-04 12:23:39,Compliant
GR0000001106,970957171,AE,Agriculture and Food Production,M,Techne Energeia Psyche AE,Chios,N1130,2007-05-06,False,2024-07-31 10:26:11,Somewhat Compliant
GR0000001107,704344408,AT,Manufacturing,M,Mediterranean Creator,Thessaloniki,N0220,2023-05-13,False,2024-03-30 16:09:47,Non-Compliant
GR0000001108,426240903,AE,Energy,S,Ecclesia Ionian AE,Trikala,N0540,2024-04-18,False,2024-12-08 10:23:56,Compliant
GR0000001109,191462297,OE,Energy,M,Energy Innovations Geothermal OE,Chalkidiki,N0270,2014-12-18,False,2024-02-26 10:01:31,Compliant
GR0000001110,366493008,EPE,Automotive,M,Pathos Motor EPE,Rethymno,N1330,2011-06-23,False,2024-04-14 12:25:40,Compliant
GR0000001111,227186396,AT,Automotive,M,Nomos Gaia Onoma,Chania,N1340,1995-07-09,False,2024-07-10 12:39:20,Compliant
GR0000001112,699226355,OE,Financial Services,S,Aegean Asset OE,Dodekanisa,N1220,2000-05-19,False,2024-01-15 08:21:01,Compliant
GR0000001113,920814900,AT,Agriculture and Food Production,M,Chronos Garden Plantation,West Attica,N0940,2000-03-24,False,2024-08-28 08:47:55,Compliant
GR0000001114,546863451,AT,Financial Services,L,Logos Hestia Advisor,Athens,N0910,1998-09-14,False,2024-03-14 14:02:34,Somewhat Compliant
GR0000001115,751028618,AT,Logistics and Transportation,S,Connection Line,Lasithio,N1320,2000-06-21,False,2024-07-12 17:46:33,Compliant
GR0000001116,740086326,AT,Agriculture and Food Production,L,Onoma Polis,Evia,N0820,2016-12-10,True,2024-03-27 10:06:00,Compliant
GR0000001117,949051496,AT,Tourism and Hospitality,S,Aegean Pathos,Chalkidiki,N0270,2023-10-08,False,2024-06-27 11:05:26,Compliant
GR0000001118,764021648,IKE,Manufacturing,M,Forge Philia Hestia IKE,Arkadia,N1020,2024-12-30,False,2024-02-03 09:30:29,Compliant
GR0000001119,342329714,IKE,Agriculture and Food Production,M,Praxis Wholesome IKE,Thesprotia,N0420,2017-11-11,False,2024-07-31 16:28:08,Compliant
GR0000001120,932894596,AT,Consumer Goods and Retail,M,Onoma Sophia,Lakonia,N1040,2005-02-01,False,2024-11-04 08:19:30,Compliant
GR0000001121,661107986,AE,Logistics and Transportation,M,Greek Logos AE,Kerkyra,N0620,1996-01-12,False,2024-08-28 12:08:20,Non-Compliant
GR0000001122,508427798,IKE,Technology and Innovation,M,Sophia Techne Attica IKE,West Attica,N0940,2021-04-27,False,2024-12-02 16:23:39,Compliant
GR0000001123,583736219,IKE,Tourism and Hospitality,S,Zoe Travel IKE,Lasithio,N1320,2020-09-12,False,2024-12-08 09:30:31,Compliant
GR0000001124,575368059,AT,Financial Services,M,Securities Partners Agon,Serres,N0260,2020-09-06,False,2024-10-19 11:08:14,Compliant
GR0000001125,419280490,IKE,Consumer Goods and Retail,S,Ethos Hestia IKE,Evros,N0120,2016-07-04,False,2024-09-20 10:51:09,Somewhat Compliant
GR0000001126,731924051,AT,Automotive,M,Kairos Ecclesia,Thesprotia,N0420,2007-04-11,False,2024-04-25 09:47:06,Compliant
GR0000001127,560452529,OE,Consumer Goods and Retail,M,Shop Trade OE,Pella,N0240,1999-03-29,False,2024-07-25 12:56:39,Compliant
GR0000001128,427899537,AT,Healthcare,M,Episteme Paideia Mythos,Lesvos,N1110,2021-08-04,False,2024-02-23 11:14:16,Somewhat Compliant
GR0000001129,710561240,IKE,Technology and Innovation,S,Platform Sophia IKE,Grevena,N0310,2003-02-14,False,2024-04-04 12:21:45,Somewhat Compliant
GR0000001130,766823010,EPE,Logistics and Transportation,M,Nous Fleet Express EPE,Thessaloniki,N0220,2012-03-21,True,2024-08-24 17:33:33,Compliant
GR0000001131,164671796,AE,Financial Services,M,Hellenic Episteme Harmonia AE,Imathia,N0210,2016-09-18,False,2024-10-22 12:48:57,Compliant
GR0000001132,754586204,IKE,Energy,M,Aegean Polis Basileus IKE,Drama,N0110,2023-11-30,False,2024-03-08 13:27:23,Non-Compliant
GR0000001133,894664845,AT,Healthcare,L,Olympian Life Xenia,Lasithio,N1320,2014-06-14,False,2024-12-04 10:37:47,Somewhat Compliant
GR0000001134,206551233,AT,Consumer Goods and Retail,L,Agon Psyche,Korinthos,N1030,2008-05-19,True,2024-01-18 14:40:03,Compliant
GR0000001135,918982730,IKE,Healthcare,M,Hestia Praxis IKE,Lefkada,N0640,2020-08-18,False,2024-04-11 10:00:09,Somewhat Compliant
GR0000001136,323110563,EPE,Technology and Innovation,L,Virtual Solutions EPE,Arta,N0410,2000-08-12,False,2024-11-20 08:53:50,Compliant
GR0000001137,771641650,AT,Healthcare,M,Oikos Arete Mythos,Arta,N0410,1999-06-17,True,2024-05-01 10:25:20,Compliant
GR0000001138,326586581,EPE,Consumer Goods and Retail,M,Olympian Agora EPE,Evros,N0120,2009-08-02,False,2024-01-06 17:30:30,Compliant
GR0000001139,384161612,IKE,Healthcare,S,Kosmos Pathos Preventive IKE,Fokida,N0850,1997-11-05,False,2024-06-25 11:40:55,Compliant
GR0000001140,809129316,OE,Technology and Innovation,S,Secure Hestia Praxis OE,Pella,N0240,2019-02-09,False,2024-10-22 14:28:13,Compliant
GR0000001141,187174381,AT,Consumer Goods and Retail,M,Arete Outlet,Pieria,N0250,2003-04-17,False,2024-08-20 17:16:34,Somewhat Compliant
GR0000001142,268638768,AE,Logistics and Transportation,L,Theoria Episteme Zoe AE,Thessaloniki,N0220,2013-03-06,True,2024-08-13 09:47:17,Non-Compliant
GR0000001143,357553274,AT,Tourism and Hospitality,L,Energeia Leisure,Arkadia,N1020,1995-11-19,False,2024-12-01 16:59:21,Compliant
GR0000001144,286630878,IKE,Technology and Innovation,S,Code Ethos IKE,Kastoria,N0320,2012-08-29,False,2024-06-21 10:16:21,Compliant
GR0000001145,692697161,IKE,Manufacturing,L,Crete Macedonian IKE,East Attica,N0930,2019-12-10,True,2024-09-06 16:29:42,Compliant
GR0000001146,180600295,AT,Manufacturing,M,Workshop Pneuma,East Attica,N0930,2019-01-22,False,2024-02-19 13:48:33,Somewhat Compliant
GR0000001147,268075622,AT,Consumer Goods and Retail,M,Trader Market,Kyklades,N1210,2018-10-10,False,2024-05-14 09:50:23,Compliant
GR0000001148,102873038,AE,Automotive,L,Hephaestus Logos Xenia AE,Thessaloniki,N0220,2016-11-29,True,2024-08-06 08:34:08,Compliant
GR0000001149,538642403,AT,Technology and Innovation,S,Cyber Dynamic Algorithm,Ilia,N0730,1997-11-12,False,2024-02-18 11:29:53,Compliant
GR0000001150,583724666,AT,Healthcare,S,Rehabilitation Gaia,Lakonia,N1040,2018-04-10,False,2024-02-26 09:35:45,Somewhat Compliant
GR0000001151,840206617,EPE,Financial Services,M,Demos Dynamis Paideia EPE,Fthiotida,N0840,2021-03-24,False,2024-05-31 10:55:22,Compliant
GR0000001152,737599912,AT,Healthcare,S,Care Techne,Kefallonia,N0630,2019-03-05,False,2024-06-06 15:27:35,Compliant
GR0000001153,604564682,AT,Healthcare,S,Innovation Remedy,Karditsa,N0510,2024-03-25,False,2024-02-12 16:11:25,Compliant
GR0000001154,412737284,IKE,Tourism and Hospitality,S,Recreation Oasis IKE,Kozani,N0330,2000-07-25,False,2024-09-18 11:09:53,Compliant
GR0000001155,135046782,AT,Manufacturing,S,Acropolis Episteme Ellada,Viotia,N0810,2004-04-21,False,2024-12-14 11:49:01,Somewhat Compliant
GR0000001156,348545713,IKE,Consumer Goods and Retail,M,Nous Vendor IKE,Mesinia,N1050,2024-07-16,True,2024-04-11 13:33:38,Somewhat Compliant
GR0000001157,409350265,AT,Financial Services,S,Mediterranean Invest Holdings,West Attica,N0940,2000-04-05,False,2024-03-18 17:55:33,Non-Compliant
GR0000001158,859088046,AT,Agriculture and Food Production,L,Poultry Sophia Demos,Athens,N0910,2003-02-07,False,2024-09-25 08:51:34,Compliant
GR0000001159,403566540,IKE,Logistics and Transportation,M,Arete Aion IKE,Viotia,N0810,2021-11-14,False,2024-07-04 16:14:44,Non-Compliant
GR0000001160,854827139,AE,Consumer Goods and Retail,S,Hypermarket Plaza AE,Fthiotida,N0840,2003-01-26,False,2024-09-28 10:23:10,Non-Compliant
GR0000001161,587512424,IKE,Manufacturing,S,Gaia Aegean Athens IKE,Rodopi,N0150,1995-03-28,False,2024-02-21 10:40:40,Compliant
GR0000001162,176428684,IKE,Energy,S,Gaia Arete IKE,Fthiotida,N0840,2019-11-18,False,2024-11-12 11:53:59,Compliant
GR0000001163,838073939,AT,Manufacturing,S,Philia Techne Textile,Evros,N0120,2015-01-22,False,2024-03-18 16:39:27,Compliant
GR0000001164,350636897,AT,Automotive,L,Techne Physis,Korinthos,N1030,2009-02-04,True,2024-04-13 12:03:25,Compliant
GR0000001165,384063364,AT,Energy,M,Innovations Conservation Basileus,Preveza,N0440,2000-07-07,False,2024-05-31 14:57:33,Non-Compliant
GR0000001166,945923902,AT,Healthcare,L,Hellenic Zoe Innovation,Ilia,N0730,1996-10-02,True,2024-08-03 15:29:20,Compliant
GR0000001167,949595796,IKE,Tourism and Hospitality,M,Hotel Nomos Relaxation IKE,Kavala,N0130,2000-10-10,False,2024-03-10 12:00:04,Non-Compliant
GR0000001168,771150922,AT,Financial Services,S,Monetary Planners,Evia,N0820,2020-10-17,False,2024-05-08 16:42:19,Compliant
GR0000001169,733281747,OE,Automotive,L,Drive Hermes Psyche OE,Samos,N1120,2004-03-31,False,2024-04-16 17:38:04,Somewhat Compliant
GR0000001170,809939880,AT,Consumer Goods and Retail,M,Oikos Warehouse,Kilkis,N0230,2024-04-09,False,2024-01-31 14:08:09,Compliant
GR0000001171,963187150,EPE,Tourism and Hospitality,M,Episteme Ethos EPE,Rethymno,N1330,2002-03-25,False,2024-09-03 10:48:51,Compliant
GR0000001172,312406764,AT,Logistics and Transportation,M,Dynamis Harmonia Express,Evros,N0120,1998-12-08,False,2024-05-04 14:50:10,Compliant
GR0000001173,556489494,AE,Logistics and Transportation,L,Courier Onoma AE,Heraklio,N1310,2020-03-24,False,2024-11-26 14:25:37,Somewhat Compliant
GR0000001174,223240112,EPE,Manufacturing,M,Metals Craftsmen EPE,Athens,N0910,2006-07-07,False,2024-04-09 11:53:22,Compliant
GR0000001175,684719405,AE,Manufacturing,M,Polis Machinery AE,Rethymno,N1330,1996-07-26,False,2024-02-06 11:17:08,Compliant
GR0000001176,341387305,OE,Manufacturing,S,Producers Delphi OE,Evia,N0820,1998-10-17,False,2024-07-24 09:46:47,Compliant
GR0000001177,795392488,AT,Consumer Goods and Retail,M,Hypermarket Ethos,Pieria,N0250,2000-08-04,False,2024-10-26 10:13:28,Compliant
GR0000001178,259976144,EPE,Healthcare,S,Clinic Consultants EPE,Argolida,N1010,2017-09-13,False,2024-03-13 12:48:20,Compliant
GR0000001179,385220694,OE,Automotive,M,Koinonia Ethos Philia OE,Larisa,N0520,2008-05-22,False,2024-01-06 09:33:19,Compliant
GR0000001180,987588450,AE,Consumer Goods and Retail,S,Shop Mall Hermes AE,Preveza,N0440,2011-04-22,False,2024-09-25 09:49:40,Compliant
GR0000001181,252725050,EPE,Consumer Goods and Retail,S,Hypermarket Goods EPE,Preveza,N0440,2019-06-02,False,2024-11-02 15:14:42,Compliant
GR0000001182,176675731,AT,Financial Services,M,Mythos Guardian,Lakonia,N1040,2002-09-11,False,2024-08-12 12:52:07,Compliant
GR0000001183,164035859,AT,Consumer Goods and Retail,S,Goods Chronos,Dodekanisa,N1220,2013-12-22,False,2024-10-04 17:29:09,Compliant
GR0000001184,278158234,AT,Tourism and Hospitality,S,Agon Escape,Serres,N0260,2024-07-09,False,2024-02-06 13:56:17,Compliant
GR0000001185,951078441,IKE,Tourism and Hospitality,S,Sophia Haven Psyche IKE,Evia,N0820,1995-01-01,False,2024-01-21 14:53:57,Compliant
GR0000001186,430295664,EPE,Consumer Goods and Retail,M,Eudaimonia Emporium Boutique EPE,Chania,N1340,2006-02-19,False,2024-05-10 09:40:29,Compliant
GR0000001187,738923667,AT,Agriculture and Food Production,L,Livestock Organic,Lefkada,N0640,2008-06-25,False,2024-08-06 17:10:56,Compliant
GR0000001188,904187231,AT,Energy,S,Power Network Agora,Arta,N0410,1997-01-25,False,2024-12-29 15:48:18,Compliant
GR0000001189,985021282,AT,Technology and Innovation,S,Zoe Code,Evros,N0120,2018-04-19,False,2024-04-25 16:06:05,Compliant
GR0000001190,711181411,AE,Logistics and Transportation,M,Aegean Flow AE,Zakynthos,N0610,2008-02-28,False,2024-11-04 17:55:23,Compliant
GR0000001191,409893263,AE,Tourism and Hospitality,M,Archon Pathos Xenia AE,Athens,N0910,2024-07-25,True,2024-05-03 15:53:44,Compliant
GR0000001192,571537429,AT,Financial Services,S,Nomos Kairos,Samos,N1120,2018-12-15,False,2024-08-09 14:03:40,Compliant
GR0000001193,233523720,AT,Energy,S,Psyche Zoe Onoma,Magnisia,N0530,2014-12-15,False,2024-02-23 12:53:46,Somewhat Compliant
GR0000001194,603260608,IKE,Logistics and Transportation,S,Demos Olympian IKE,Kyklades,N1210,2001-04-09,False,2024-05-21 12:40:32,Compliant
GR0000001195,839462365,AT,Agriculture and Food Production,M,Philia Harvest Nutrition,Kefallonia,N0630,2020-11-18,False,2024-06-17 14:42:53,Compliant
GR0000001196,426515425,AT,Logistics and Transportation,M,Distribution Kalon Sophia,Peiraias and islands,N0920,2016-12-30,False,2024-05-08 13:05:00,Compliant
GR0000001197,851333320,EPE,Technology and Innovation,S,Pixel Next EPE,Trikala,N0540,2009-01-13,False,2024-02-21 15:15:37,Compliant
GR0000001198,532190231,EPE,Tourism and Hospitality,S,Polis Arete Recreation EPE,Kefallonia,N0630,2018-06-11,False,2024-09-10 11:37:27,Somewhat Compliant
GR0000001199,392322121,IKE,Automotive,M,Performance Dynamis Arete IKE,Rethymno,N1330,2010-10-17,False,2024-12-06 12:06:49,Compliant
GR0000001200,637377910,AT,Technology and Innovation,S,Xenia Doric,Achaia,N0720,2022-03-10,False,2024-12-28 15:35:38,Compliant
GR0000001201,679800791,AE,Agriculture and Food Production,M,Energeia Olympian Basileus AE,Serres,N0260,2019-02-21,False,2024-10-16 14:38:33,Compliant
GR0000001202,630208579,AE,Energy,S,Eco Paideia AE,Peiraias and islands,N0920,2017-11-25,False,2024-12-07 14:02:38,Compliant
GR0000001203,570040006,EPE,Manufacturing,S,Techne Sophia EPE,East Attica,N0930,2004-05-30,False,2024-02-25 17:53:50,Compliant
GR0000001204,186373782,IKE,Technology and Innovation,S,Psyche Data Quantum IKE,Xanthi,N0140,1999-06-10,False,2024-11-25 09:36:06,Somewhat Compliant
GR0000001205,742136977,AE,Consumer Goods and Retail,S,Pneuma Plaza Philia AE,Pieria,N0250,2024-09-20,False,2024-03-01 11:23:37,Compliant
GR0000001206,142800191,AE,Technology and Innovation,S,Augmented Creative AE,Aitoloakarnania,N0710,1997-01-01,False,2024-12-10 17:26:52,Compliant
GR0000001207,563887247,AT,Energy,M,Poseidon Mediterranean,Chalkidiki,N0270,2005-08-19,True,2024-07-20 08:22:41,Compliant
GR0000001208,888699799,AT,Healthcare,S,Episteme Kosmos,Athens,N0910,1996-08-23,False,2024-08-13 15:36:55,Compliant
GR0000001209,446090161,IKE,Automotive,M,Hestia Polis IKE,Argolida,N1010,2003-06-08,False,2024-09-24 08:25:52,Compliant
GR0000001210,748232591,AT,Healthcare,S,Techne Harmonia,Xanthi,N0140,2001-05-09,False,2024-11-17 14:42:58,Compliant
GR0000001211,368830491,AE,Consumer Goods and Retail,S,Consumer Outlet Pathos AE,Aitoloakarnania,N0710,2008-06-10,False,2024-01-14 11:36:11,Compliant
GR0000001212,127772220,AT,Automotive,M,Velocity Motion,Viotia,N0810,2004-08-26,False,2024-01-13 13:06:18,Compliant
GR0000001213,198061499,IKE,Energy,S,Gas Oikos IKE,Evros,N0120,2001-01-06,False,2024-07-30 08:46:29,Compliant
GR0000001214,345805719,AT,Financial Services,S,Partners Agora Management,Drama,N0110,2022-01-03,False,2024-05-09 13:52:43,Compliant
GR0000001215,824022357,EPE,Agriculture and Food Production,M,Pastoral Cultivation EPE,Thesprotia,N0420,2019-10-06,False,2024-06-25 13:15:17,Compliant
GR0000001216,997603725,AT,Financial Services,S,Finance Paideia,Pieria,N0250,2004-09-08,False,2024-08-16 08:20:29,Somewhat Compliant
GR0000001217,717615339,AT,Healthcare,S,Medical Dynamis Aion,Kavala,N0130,2021-07-17,False,2024-12-23 12:49:50,Non-Compliant
GR0000001218,730418447,OE,Consumer Goods and Retail,M,Hestia Retail Theoria OE,Serres,N0260,2011-02-07,True,2024-03-23 11:35:49,Compliant
GR0000001219,122275263,AE,Agriculture and Food Production,S,Fishery Dairy Pneuma AE,West Attica,N0940,2007-06-10,False,2024-10-07 13:47:25,Compliant
GR0000001220,921155204,AE,Manufacturing,S,Koinonia Sophia Agora AE,Korinthos,N1030,2000-10-05,False,2024-06-27 10:54:31,Compliant
GR0000001221,821856853,AT,Financial Services,S,Mythos Finance,Achaia,N0720,2022-11-29,False,2024-02-15 13:22:39,Non-Compliant
GR0000001222,981994345,IKE,Tourism and Hospitality,M,Mythos Relaxation IKE,Achaia,N0720,2013-12-05,False,2024-10-02 11:20:53,Compliant
GR0000001223,389385259,EPE,Healthcare,S,Wellness Diagnostic EPE,Arkadia,N1020,1998-05-02,False,2024-06-05 09:58:46,Compliant
GR0000001224,718740490,OE,Energy,M,Fuel Kosmos OE,Kozani,N0330,2019-08-30,False,2024-02-16 14:20:39,Compliant
GR0000001225,143198431,IKE,Consumer Goods and Retail,S,Bazaar Products IKE,Fthiotida,N0840,2006-06-08,False,2024-09-11 10:48:24,Compliant
GR0000001226,919382051,AE,Agriculture and Food Production,M,Pathos Olympian Crop AE,Ilia,N0730,2006-09-09,False,2024-04-13 12:54:45,Compliant
GR0000001227,912037475,AT,Energy,S,Oikos Clean,Florina,N0340,2012-02-15,False,2024-09-05 13:21:51,Compliant
GR0000001228,288109614,AT,Manufacturing,S,Creator Paideia,Rethymno,N1330,2024-02-22,False,2024-08-12 13:48:10,Compliant
GR0000001229,605196410,AT,Technology and Innovation,S,Polis Gaia,Chania,N1340,2002-04-28,False,2024-03-27 13:01:07,Compliant
GR0000001230,657233178,IKE,Consumer Goods and Retail,S,Products Athens Dealer IKE,Viotia,N0810,2012-12-10,False,2024-04-07 17:19:58,Compliant
GR0000001231,799552991,AT,Healthcare,S,Chronos Techne Greek,Thesprotia,N0420,2015-06-16,False,2024-09-16 16:18:48,Compliant
GR0000001232,574840200,IKE,Tourism and Hospitality,S,Mythos Greek Entertainment IKE,Kerkyra,N0620,1998-09-25,False,2024-10-13 16:11:25,Compliant
GR0000001233,398668350,EPE,Agriculture and Food Production,L,Plantation Pastoral Authentic EPE,Thesprotia,N0420,2006-05-26,False,2024-11-12 09:12:05,Compliant
GR0000001234,294872482,OE,Automotive,S,Hestia Koinonia Technical OE,Kilkis,N0230,2014-01-28,False,2024-02-16 17:58:56,Somewhat Compliant
GR0000001235,728492896,AT,Logistics and Transportation,S,Theoria Greek,Zakynthos,N0610,2001-06-03,False,2024-12-05 14:54:16,Compliant
GR0000001236,568027936,OE,Tourism and Hospitality,L,Paideia Harmonia OE,Trikala,N0540,2019-01-14,True,2024-03-15 13:34:22,Somewhat Compliant
GR0000001237,781594897,AE,Automotive,S,Archon Designs AE,Euritania,N0830,2004-02-20,False,2024-07-22 10:58:24,Somewhat Compliant
GR0000001238,974288855,AT,Logistics and Transportation,S,Praxis Arete Link,Xanthi,N0140,1998-03-01,False,2024-02-23 12:39:36,Compliant
GR0000001239,627986559,IKE,Healthcare,L,Olympian Praxis Kalon IKE,Serres,N0260,2023-03-28,False,2024-02-12 13:14:28,Somewhat Compliant
GR0000001240,197970787,AE,Manufacturing,S,Agon Praxis Xenia AE,Preveza,N0440,2007-01-30,False,2024-01-21 11:35:09,Compliant
GR0000001241,604669821,AE,Technology and Innovation,M,Binary Mythos Portal AE,Mesinia,N1050,2023-05-26,False,2024-12-07 12:01:31,Compliant
GR0000001242,473620340,AE,Consumer Goods and Retail,S,Mall Retail Delphi AE,Kilkis,N0230,2023-12-16,False,2024-04-24 11:15:56,Compliant
GR0000001243,538460431,OE,Automotive,S,Aion Mechanics OE,Mesinia,N1050,2003-08-22,False,2024-04-25 15:41:51,Compliant
GR0000001244,457887167,AT,Tourism and Hospitality,S,Koinonia Oikos,Larisa,N0520,2011-09-10,False,2024-04-20 10:00:18,Somewhat Compliant
GR0000001245,444733679,IKE,Automotive,S,Car Mechanical IKE,Kavala,N0130,2020-04-12,False,2024-05-04 08:54:39,Compliant
GR0000001246,819550381,AE,Tourism and Hospitality,S,Odyssey Greek Ethos AE,West Attica,N0940,2024-06-25,False,2024-09-04 15:26:35,Compliant
GR0000001247,212313264,IKE,Agriculture and Food Production,S,Basileus Kalon Logos IKE,Kilkis,N0230,2024-01-21,False,2024-10-09 17:12:26,Compliant
GR0000001248,272684373,AT,Logistics and Transportation,S,Maritime Logos,Lakonia,N1040,2017-12-09,False,2024-04-05 16:37:25,Compliant
GR0000001249,454123990,AT,Manufacturing,L,Techne Harmonia Paideia,Ilia,N0730,2022-02-18,False,2024-11-17 17:56:57,Somewhat Compliant
GR0000001250,542000551,OE,Financial Services,M,Venture Yield OE,Kavala,N0130,2002-05-10,False,2024-07-17 12:45:50,Compliant
GR0000001251,844826434,IKE,Automotive,M,Chronos Archon Agon IKE,Drama,N0110,2013-10-28,False,2024-07-05 12:27:23,Compliant
GR0000001252,632005813,AT,Healthcare,S,Life Xenia,Lasithio,N1320,2001-11-18,False,2024-07-05 11:20:34,Compliant
GR0000001253,409471503,EPE,Agriculture and Food Production,L,Philia Harmonia EPE,East Attica,N0930,2009-03-10,False,2024-07-01 09:44:08,Compliant
GR0000001254,811443654,AT,Logistics and Transportation,M,Philia Polis Greek,Imathia,N0210,2014-06-13,False,2024-06-13 11:50:34,Compliant
GR0000001255,529982328,IKE,Manufacturing,S,Harmonia Producers Gaia IKE,West Attica,N0940,2011-12-30,False,2024-10-23 10:06:58,Non-Compliant
GR0000001256,973559879,AT,Manufacturing,S,Assembly Hestia,Dodekanisa,N1220,1996-02-28,False,2024-09-16 15:34:20,Compliant
GR0000001257,916580415,AT,Energy,M,Chronos Hellenic Resources,Chalkidiki,N0270,2022-01-27,False,2024-02-23 17:14:46,Somewhat Compliant
GR0000001258,690661740,AT,Agriculture and Food Production,S,Produce Kairos Sophia,Magnisia,N0530,2006-02-06,False,2024-06-27 16:52:14,Compliant
GR0000001259,139403247,IKE,Agriculture and Food Production,S,Onoma Theoria IKE,Heraklio,N1310,1998-06-23,False,2024-08-26 12:36:53,Compliant
GR0000001260,588365604,AT,Financial Services,S,Growth Mythos Athens,Magnisia,N0530,2007-02-11,False,2024-01-28 15:39:28,Compliant
GR0000001261,194553481,AT,Energy,S,Ethos Renewable Network,Mesinia,N1050,2000-08-02,False,2024-09-11 17:27:04,Somewhat Compliant
GR0000001262,437710224,AT,Automotive,M,Hermes Demos Parts,Kozani,N0330,2018-11-02,False,2024-03-28 08:35:28,Compliant
GR0000001263,371011200,IKE,Manufacturing,S,Oikos Artisan Precision IKE,Serres,N0260,1999-12-07,False,2024-10-13 08:57:22,Non-Compliant
GR0000001264,447112584,IKE,Energy,M,Clean Apollo Physis IKE,Lefkada,N0640,2019-08-06,False,2024-09-01 10:04:43,Somewhat Compliant
GR0000001265,224469868,OE,Tourism and Hospitality,S,Oasis Athens OE,Aitoloakarnania,N0710,2013-03-30,False,2024-06-30 09:46:17,Compliant
GR0000001266,929517022,AT,Energy,S,Basileus Wind Aion,Achaia,N0720,1997-12-15,False,2024-10-18 12:57:46,Compliant
GR0000001267,533979662,IKE,Technology and Innovation,M,Pixel Agile IKE,Lasithio,N1320,2009-10-09,False,2024-01-15 17:31:27,Compliant
GR0000001268,652543518,AE,Agriculture and Food Production,M,Gaia Arete Logos AE,Kastoria,N0320,2023-09-18,False,2024-12-26 10:25:13,Compliant
GR0000001269,985758835,OE,Manufacturing,L,Assembly Mediterranean OE,Kozani,N0330,1998-12-27,True,2024-12-04 15:19:34,Somewhat Compliant
GR0000001270,101235946,AE,Healthcare,S,Physis Basileus Hygeia AE,Lesvos,N1110,2011-04-10,False,2024-12-22 12:21:14,Compliant
GR0000001271,806157458,OE,Healthcare,M,Surgeons Therapeutic OE,Mesinia,N1050,2009-12-16,False,2024-10-18 16:26:09,Compliant
GR0000001272,682605435,OE,Healthcare,S,Ethos Energeia OE,Achaia,N0720,2007-04-03,False,2024-10-03 17:20:55,Compliant
GR0000001273,596043327,AT,Manufacturing,S,Greek Agon,Lefkada,N0640,2001-07-24,False,2024-01-04 17:03:45,Compliant
GR0000001274,543721204,IKE,Energy,M,Solar Onoma Arete IKE,Ilia,N0730,2005-02-14,False,2024-07-02 17:07:49,Compliant
GR0000001275,158201193,AT,Manufacturing,M,Manufacturers Fabrication,Aitoloakarnania,N0710,2007-04-10,False,2024-02-06 17:04:33,Compliant
GR0000001276,301415220,IKE,Energy,S,Solutions Systems IKE,Karditsa,N0510,1995-06-10,False,2024-07-30 10:46:12,Somewhat Compliant
GR0000001277,656670062,IKE,Automotive,M,Philia Mechanics Innovations IKE,Zakynthos,N0610,1999-05-23,True,2024-05-07 17:49:48,Compliant
GR0000001278,488457631,EPE,Agriculture and Food Production,S,Field Authentic EPE,Ioannina,N0430,2011-12-01,False,2024-04-01 10:01:41,Compliant
GR0000001279,768548027,AT,Tourism and Hospitality,M,Sanctuary Kalon,Xanthi,N0140,2004-12-18,False,2024-09-10 09:21:05,Somewhat Compliant
GR0000001280,912224654,AT,Agriculture and Food Production,S,Kalon Ethos Traditional,Samos,N1120,2011-12-25,False,2024-02-18 14:36:44,Compliant
GR0000001281,635252889,IKE,Automotive,S,Designs Pneuma IKE,Kerkyra,N0620,1999-09-16,False,2024-12-16 14:51:26,Somewhat Compliant
GR0000001282,771527524,IKE,Consumer Goods and Retail,S,Outlet Aegean IKE,Lefkada,N0640,2000-07-15,False,2024-07-14 15:08:54,Compliant
GR0000001283,574637858,OE,Healthcare,S,Praxis Logos Gaia OE,Preveza,N0440,2002-11-18,False,2024-06-24 10:06:19,Compliant
GR0000001284,916033628,IKE,Technology and Innovation,M,Systems Athens Data IKE,Chania,N1340,2018-08-12,False,2024-06-30 10:45:27,Compliant
GR0000001285,155417727,IKE,Financial Services,S,Securities Mediterranean Kosmos IKE,Kefallonia,N0630,2008-09-30,False,2024-05-09 15:05:11,Compliant
GR0000001286,318568997,AT,Energy,L,Mediterranean Koinonia,Larisa,N0520,2021-05-30,False,2024-05-13 14:12:14,Compliant
GR0000001287,386749454,AT,Technology and Innovation,S,Quantum Hestia Harmonia,Ilia,N0730,2016-12-16,True,2024-06-28 09:21:28,Compliant
